name,review,rating
Child Airplane Travel Harness - Cares Safety Restraint System - The Only FAA Approved Child Flying Safety Device,"After looking at user reviews on several sites, I purchased this airplane restraint for my four year old daughter, who weighs 38 pounds. Unfortunately, we were not able to test the product in flight because once I unpacked it, I read in the package inserts that there is a height limit of 40 inches (which my daughter exceeds). I reviewed the manufacturer's website as well as Amazon's and never saw anything about an upper height limit. The return process was fast and painless and the product did arrive prior to estimated date of receipt.",3
"Kiddopotamus Tinydiner Placemat, Yellow","We own two of them.  We use these CONSTANTLY as we go out.  They are the biggest lifesavers when we go out to eat.  They are easy to pack up as they fold up really nicely in themselves, they are very, very durable, they don't stain (easily), and they clean up really nice.  They are just spectacular.  We've bought more for a few shower gifts for people, telling them that this is one of those things you won't realize that you need until you have kids and then use it.  Everyone we've given it to loves them, too.",5
"green sprouts 10 Pack Waterproof Absorbent Terry Bibs, Girls","This is a good value of bibs in so many colors for the price.  The problem is I'm already having trouble getting them all the way around my newborns neck.  I can still get them on by just the tips of the velcro now so I know they aren't going to last us much longer.  I wish I would not have bought these now because I'm going to have to turn right around and buy another set.  Additionally, they are not very soft and I don't even like wiping under her mouth with it because it seems like it would be too rough on her skin.  Personally, I wouldn't want them rubbed on my skin.  It is true that liquid does not go through to the clothes and they do not make that crinkly sound of some waterproof bibs so that is nice.  If only the neck straps were longer it would be a great product.Also, you might think you'll be able to match these to a lot of outfits, but my little girl does not have all of those wild colors in her wardrobe so they clash.  I just have to reserve the light pink and white bibs for when we take her out of the house so she matches.",3
"HALO Early Walker SleepSack Lightweight Knit Wearable Blanket, Blue, Large",Keeps my son nice and warm.  He moves all around his crib at night and I was afraid to use blankets.,5
"Munchkin Mighty Grip Trainer Cup 2-Pack, 8 oz, Colors Vary",These sippy cups are very hard to come by where I live. I bought them for my son when he was learning how to drink from a cup. I like the fact that they are smaller than most sippy cups (meaning they hold less). Which worked well for us as he didn't drink much to being with. The soft spout which the child controls and great for starting out. My one complain is that once the get a bit older and realize the soft spout disperses the liquid everywhere if you push it onto your high chair tray. Made for a bit of a mess. I would definitely recommend this cup for babies just starting out with a sippy. cup.,4
Munchkin Baby Laundry Bag,"Great idea, very well made. I keep it fastened to my daughter's changing table. I just wish it was a bit bigger. Fills up pretty quick. I use it as more of a laundry hamper than a laundry bag. This idea saves some space!",4
Green Sprouts I Play 2-Pack Pacifiers 0-6 months BPA Free - Pink/Green,"These were perfect because they went with the theme of my niece's nursery, but unfortunately she never took a pacifier. :(",5
"Kushies &quot;On the Go&quot; 2 Pack Wet Bag, Green  (Patterns and Colors May Vary)","These were okay bags- at first. The size is very good for travel, the colors are cute, and it doesn't smell.However- if you leave wet cloth diapers in them for more than a couple hours, it begins to seep wetness all over the bag.But these bags do not hold up. After 8 months of very gentle use (I don't use them more than once or twice a month, and never put them in the dryer) the drawstring hasn't closed without a struggle for ages, the colors have faded a little, and the inner plastic lining is coming off in the wash.If you need a good wet bag, either spend the extra $$ for a better quality bag- or do what I and my friends do now and just use a plastic grocery bag, it works better and its cheap as free!",1
Tiny Love Sweet Island Dreams Mobile,"This is a really nice little mobile and attaches/moves easily but is still sturdy. For our little one in particular the issue was she always wanted to get to the little animals... until it got to the point where she was tall enough to rip them off. Even 10 months after animal removal these little guys are still some of her favorites (especially the giraffe which we have to wash often as the feet seem to be the ultimate teethers for front, canines and molars). It has nice melodies and a very soft light if you choose that option. Battery life is middle of the road.",5
Especially for Baby Steam Sterilizer,The sterilizer is hard to use with Dr Brown bottles b/c of the height of the bottles. I have to do the bottles and nipples separately and it tends to leak a lot of water.,2
Set of 3 Construction Utensils with Construction Plate,A friend bought this same set for my grandsons. It was a hit with them and a hit with the children I bought this one for! Arrived as expected; no issues with seller or the delivery!!,5
"Nuby 2 Pack Nurtur Care Infa Feeder Set, 4 Ounce, Colors May Vary",I looked for these in every store and finally found them on here after I was told they dont even make them anymore. They got here sooner than anticipated.  They were in perfect condition. They cost more than I expected them to but they were so worth it.,5
Boppy Water Resistant Protective Cover,"First of all, the cover fits the Boppy well. It's snug and durable. But unfortunately it doesn't protect the Boppy from liquids any more than any other cover. I tried using it by itself and pee got through without any problems. Then I added an additional cover over it and spitup got through both covers. It's cheaper than some other covers, so on this aspect, it's worth it. But don't get it expecting it to protect the Boppy from any inevitable baby wetness related problems.",3
Maymom Tubing Set For Medela Freestyle Breastpump,"Like others, I was suspicious if the tubing will fit my free style breast pump because of some negative reviews on this product. I decided to give it a try since I have amazon prime (two-way free shipping).I received the package within two days and I have been using it since then.  No problem whatsoever.  I could do double and single pumping with the little part it included.  I also tried just keeping the other side plugged in to do single pumping - it worked as well.Happy with the purchase, and saved me $$.  Two thumbs up. No need to return.",5
Green Chambray Folding Hamper,"The review by Janine Flood took the words right out of my mouth!  I washed this in cold also.  I don't remember now, but I may have even air dried it.  If I did dry it, it was on low heat.  It shrank so much, I can only get the velcro to reach around the wood frame on one side a tiny bit with much effort.  It's enough to hold it on though.  I've managed to use it for 7 months so far and I do like it alot.  The mesh bag is great.  I keep the cloth top flipped open unless I have company.  It would be a pain to have a seperate cover to open each time or leave lying around.",3
Earlyears Lil Shopper Play Set,"Love this play set, can't wait to teach my little one to shop for our healthy foods! It was a great price and fast shipment",5
"Regalo Easy Step Walk Thru Gate, White","got this gate last night, opened up the box and had it installed in my 2y.o's doorway in 15 min(and that's because i'm a slow reader). very easy to use, should keep my kid in her room so that when she wakes up in the morning, she wont leave her room and tumble down the stairs.  seems to be fairly tight in the doorway, but this gate also comes with these caps, that you can screw into your door jamb for more security than just pressure.so far so good.",5
"Regalo Easy Step Extra Wide Walk Thru Gate, White","We needed a baby gate and this one fit the bill in terms of length and quality. You need to buy the extentions based on how wide of base you have, but most of the different products out there require a base because they dont build them very wide. Our son loves to stand up against the gate and pull at it. So far, he has not been able to pull it over or get through. You get your money's worth and definitely the best one for the price. Others recommended this one and I will agree with them.",4
"Graco Nautilus 3-in-1 Car Seat, Matrix","I went back and forth about this one and the Britax frontier.  I have the Britax Marathon for my son already.  It's a great seat for the $$ I really, really mean that but we are taking a chance with the buckle as it is a good 2"" shorter then the Britax as I went to the store to measure.  I went as far as emailing Graco to see if they had any plans to change it and suggested the googled their own product to see their ONE MAJOR FLAW!  Anyway long and short my 95% sized 4.5 year old fits FINE in it NOW but could be an issue in the future.  I moved him from the Marathon to this and my 2 year old to the Frontier and all are happy.  On a good note I love the cup holders and nooks to put toys.  I can't wait to turn it into the next stages vs buying a new seat and if you all wait you will find this seat on sale for $130 or less!  Target, Amazon and a few others will have sales on this seat so just keep looking.  Hope this helps as all the reviews I read before this DID!  Good luck!",4
"Kiddopotamus Cradler Adjustable Head Support for Newborns to Toddlers, Ivory Teddy Bears",Not a good fit for car seats. Causes child's head to be rigidly held in one position and makes her very uncomfortable. If the inside had been softer it might work better.,2
Philips Avent 6 Pack BPA Free Classic Variable Flow Nipple,"It was as the description said... my baby love it and the quality is good, in the box is 3 nipple by package",5
(1) Buckle Guard Car Seat Belt Button Cover in BLACK,"Very simple to use and works great on side button seat belt locks,  Top button locks are a little more difficult because the cover has to be removed to access the button.  Not a big deal, but taking it on and off will probably wear out the plastic hinge.",4
"Carter's Forest Friends Musical Mobile, Tan/Choc","It matches to room decor, but it stopped working in less than 30 days!The music plays for too little time.I don't recommend it at all, really disappointing.",1
"Baby Aspen Big Dreamzzz Baby Ballerina Layette Set with Gift Box, Pink",Bought it for my granddaughter 8 weeks old but she won't be wearing it for several months.  Ok quality and look forward to seeing it on her.,4
"Sugarbooger Children's Closet Dividers, Pink Dot",So cute!  Fits on the closet clothing bars well.,5
Carter's Cuddle-Me Fleece Blanket - Pink Dot,My granddaughter's blankie at MawMaw's house.  Durable and comes out of the dryer looking like new.  Would definitely purchase again.,5
Fisher-Price Precious Planet Happy Giraffe Bouncer,"We received this as a gift for our baby, and she has loved it ever since I put her in it at about 1.5 months.  It's been fun to watch her figure out that the bouncer moves when she moves, and more recently that she can make the toys rattle when she bats at or grabs onto them.  She is big for her age (4 months) and still fits comfortably in it.Pros:  This item is easy to put together and take apart for transporting and it is lightweight, making it very portable.  It's also pretty sturdy and has a ""harness"" strap so I feel comfortable leaving the baby in it.  We set it down wherever we are and it usually occupies the little one for 20-30 min, or maybe more if she chooses to take a nap in it.  The toy bar is removable so you can use it like a little seat if you want.  There is also a vibrating function, though I have not used this personally.  The biggest pro is that our baby seems to love it, and it is one of the more reasonably priced bouncers with all of the basic functions.Cons:  The base is made of metal rods that curve around, but the problem is that they are wider than the bouncer itself (in the photo it's where the green rubber covers the white metal rods) so we, and anyone else who visits, are constantly tripping over the bouncer if we're not careful.  The worst is when we get the metal part caught between our toes and then trip - I honestly thought I broke my toes a few times... ouch!  It seems that a solid base design or at least some panels to cover the sides would be much safer since I'm not about to put this on an elevated surface to avoid tripping over it.  Another small con is that the middle ring plays sounds when you pull on it, but one of the four sound cycles is a little useless, and sounds kind of like very low growling (other sounds include a ""meow"", and 2 MIDI-sounding tunes).  Not a big deal, but I could do without it personally.Overall I would recommend this bouncer over some of the pricier models unless you are pressed for space and can't put it somewhere where it won't be a safety hazard!",4
"Classic Connect Graco SnugRide Classic Connect Infant Car Seat Base, Silver",We have 2 cars and this was perfect so that we didn't have to keep taking the base out and putting it in the other vehicle.,5
36 Pc Full Size Diaper Pins,Ordered these for decorations at a baby shower.  Was so cute. Folded napkins like diapers and used these pins. Then filled the diapers with nuts and mints.  The &#34;mom&#34; got to take them with her.,5
Maxboost Fusion Snap-on iPhone 5S/5 Case - Navy Blue (Fit Fusion Battery Case for iPhone 5S/5),"I received a free sample from VIPU program for evaluation.Overall its a nice case for the money. Its very slim and sleek and fits the iphone like a glove. It doesn't add weight or size to the phone, like other cases do. So if you want some basic protection without adding bulk, this is the case for you. Combine this with a screen protector and you'll be protected against basic scratches from daily use. However, like most cases, this case probably won't protect your phone from a drop onto the sidewalk so just got to be careful!",4
The First Years Hands Free Gate,"This is the best gate. I first got ""Summer Infant Sure and Secure Extra Tall"" because of some of the negative feedbacks.But when I needed another door gate, I took a chance with so many positive feedbacks.and... yes, I really like this gate. If you know how to install properly, it should be pretty firm gate.The other gate is little hard to open for my wife and mom.But this is way to go!!!",5
"Evenflo Tribute 5 Convertible Car Seat, Ella","I like this car seat; we have another Evenflo but got a second car seat for emergencies.I do have two complaints, if you will, about this particular model, though.  First, it's a tad bit difficult to snap in the bottom buckle that goes between their legs because it has to be clicked in perfectly straight.  Not the best when you're on the go, but isn't too big of a deal.The greater of the two complaints would be that the straps definitely dig into my two year old's neck.  So, we bought some little monkey protector things that velcro on around that part of the strap.  I would recommend these.",4
"Ulubulu Universal Pacifier Clip, Oliver Owl",,5
Carter's Child of Mine Mommy's Sweetheart Pink Bear Security Lovey Blanket,I bought this for my daughter when she was 7 weeks old because she was pulling her covers over her head. This was the perfect solution. She got her snuggles and I didn't worry about her suffocating.,5
Maxboost Fusion Snap-on iPhone 5S/5 Case - Navy Blue (Fit Fusion Battery Case for iPhone 5S/5),"I received a free sample from VIPU program for evaluation, it's great quality, it's easy to install and to remove, i might buy one in a different color",5
Safety 1st Expandable Table Edge Bumper,"One day our little one started getting bruises all over the house and I went nuts buying safety bumpers.  This one was seemingly a bit pricey, and I didn't know how effective it would be but has ended up being one of my favorite purchases.  Can't tell you how many times this bumper guard has saved the head/face from a nasty bruise.  Worth it--especially if your kid ends up being super active! Was on craigslist and no one sells this stuff 2nd hand, probably b/c they give it to good friends/family instead!  BUY IT.  You won't regret it!",5
Munchkin Sprout Drying Rack,"Used it all away until we ""went away"" with bottles. Like the use, little space it took and the bring color. Would recommend it.",5
"Britax Boulevard 70-G3 Convertible Car Seat Seat, Onyx","We have been using the Britax for our baby for a couple of months now with no problems.  Like the look and feel and our baby seems to be comfortable in it.  The one issue I do have is the fact that if installed in some cars, you need something (they suggest on their YouTube videos a rolled towel or floatie) to help the seat come to a level position.  Since Britax is suppose to be one of the safest car seats around, I would have expected them to have some mistake proofing built into their design or included with the seat to ensure proper installation instead of requiring customers to identify an additional item to obtain the correct position.  I luckily didnt have an issue in my car, but now know of others who have.",4
"Chicco KeyFit 30 Infant Car Seat, Midori","Cons: Its a very, very large seat; Must use two hands to adjust the bar.PROS: The 5 pt harness was really spaced well; The Latch system was EXTREMELY easy to use; The belt system was EXTREMELY easy to use; The material is easy to clean;",5
Munchkin Fire Ducky Spout Guard,"I don't have this model, but the one with the blue bubble shower cap, and it doesn't seem to matter when reading the other reviews of this model because the mildew problem is still the same!  What were these manufacturers thinking?!  The design leaves MANY crevices where mold develops (under the flip top, the spout area, in and around the inside..).  I have to clean it out every week if that, and even then, some of the crevices are too small for even a toothbrush to reach, so now I will have to resort to soaking it in a diluted bleach solution.The only positive to say about this spout guard is that, yes, it does protect your child from bumping his head, but when they're toddlers, you will cringe to see them try to drink water out of the flip top and suck on it if there is MILDEW growing on the duck!  All in all, this is a horrible product!",2
Snuggy Baby Large Wet Bag - Floral Fireworks,"This bag is a permanent resident in my diaper bag. It's the ideal place to keep messy bibs, wet clothes, cloth diapers, etc. away from everything else in there until I can get them home and into the wash. I think this bag's XL size would make it perfect for long trips, too, and/or moms with more than one child. The exterior fabric is so cute and unique; I like that other moms I know probably wouldn't have a similar bag. The interior is a waterproof lining that's not bulky. The biggest plus, though, is that it's well-constructed and seems really durable, with a smooth zipper and a handy little handle. I definitely recommend it!",5
"Carter's Forest Friends Hamper, Tan/Choc, 17 X 16 X 27&quot;",I love this hamper and it matches our Carter's Forest Friends Crib set perfectly!  Very sturdy and well made.  I would recommend this to anyone needing a dirty clothes hamper who purchased this particular crib set.  The colors matched true to those that appeared on my Mac Book Pro screen.,4
"Athena Nadia 3 in 1 Crib with Toddler Rail, Cherry",The crib is very well made and beautiful...I was surprised that it seemed lighter than other furniture with the same espresso finish but still loved it and would recommend!,5
Houdini Stop Car Seat Chest Clip,"I purchase the Houdini strap so my 20 month boy would stay safely buckled in his car seat. It works perfectly! If your child pushes the harness buckle down towards the waist instead of leaving it closer to the chest area, this is the perfect item to buy. My son is once again strapped in safely - with his arms behind the harness!",5
Gerber Graduates Kiddy Cutlery 3 Piece Fork Set,"I was worried about starting my child too early on metal cutlery, but starting at about 15 months we gave these a try and my little girl loved it!  She needed help with it of course, but the fat handles were great for her to hold onto, and the metal tines were much more effective at spearing food than any plastic fork.  Now at 18 months, we have to make sure all of her food is fork-friendly because she takes such pride in spearing her own food and feeding herself.  Bonus for me - her hands are always clean now!",5
"Aqueduck Faucet Extender, Pink","We have a very modern home and this didn't fit any of the three faucets we tried it on. Would have cost us more to return than it was worth, so we ended up giving it to a friend with an older home & she loves it.",2
"AppleCheeks Washable Swim Diaper (Size 2, Mojito)",This diaper works great. It is easy to use and does the job.  Even the blue one is kind of girly looking.,5
Infantino Wonder Whale Kicks and Giggles Gym,"I bought this for my son to go with his nautical-themed nursery. It is really adorable, but the part where you hang the toys is very unstable. If you hang more than one toy from it, it droops down so low it almost touches the mat. It's not really ideal for a small baby. We just hang one toy from it and use the other attachment hooks throughout the bottom, but the advertising is a bit misleading since they hang all four toys with no issue.",3
Cuisinart BFM-1000 Baby Food Maker and Bottle Warmer,"Use it everyday, my baby love the food.  Very easy to use, I totally recommend it. I love this product.",5
Munchkin Traveling Flash Cards,"Excellent product, great quality and billingual (spanish and english).My baby girl loves it and is easy to grab!I recomend it!",5
'The Insulated Sippy' by Eco Vessel Insulated Stainless Steel Sippy Cup - 10 Oz - Hudson Blue - 10 oz - Container,"I love this sippy cup, & my son loves his new cup, We had this sippy for a week now, Unfortunately this  cup  ""Drips"" out liquid, Which is why it is 3star, But other then that so far  works great & it is the best on the market that I can find..  & The Handles Don't always line up right.. This Sippy easily could be 100stars:}, if Eco Vessels will put a mark on their cups for the lid & does something for the Drip leaks...  super Close to perfect & I am ordering 2nd one today..",3
"Maclaren Quest Sport Stroller, Black/Champagne","After my lightweight (11 lbs) Cybex gave in to NYC Streets and beatings from gateside plane checks, we needed a new umbrella stroller.I narrowed my search down to the MacClaran Quest, UppaBaby G-Luxe and Bumbleride Flite.Very happy with the Quest.  Easy fold & unfold, loads of room for my 2 year old, one hand recline is awesome.  Although not the lightest (13.1 vs. the 9.0 Volo), I LOVE the full recline - worth the extra few pounds to me.  My husband also thinks it is east to use.I live in NYC and have little space and time to fold/unfold/store and get my daughter in/out with bags/briefcase/groceries in hand.  Even if you live in suburbia, I think this is a perfect combo of larger strollers and umbrella strollers.More info for the detail-oriented readers:--Sturdier than UppaBaby G-Luxe.--G-Luxe harder to fold and has two hand, string recline.  Bulky seat padding makes it cumbersome.--Easiest umbrella stroller to navigate one-handed.  Not as easy as my large Teutonia, but better than other brands in its class.--Some people think the Quest five-point harness is too hard to undo.  For my crafty toddler, I rest assured she cannot undo the buckle.  Sure, it's an extra 3-5 seconds to undo it, but worth the peace of mind for me.--I could not find a retailer in a 75 mile radius who carried the Bumbleride Flite and went on YouTube to find demo videos.  Although it is sleek and has a few features more than the Quest (larger canopy and easier buckle), it still did not seem as user friendly as the Quest.--Downside of Quest is the canopy.  Even open, it is not large and does not shift down/adjust like my Cybex.  Personally, I was willing to concede on this for the full recline.  I can use a muslin receiving blanket or add-on canopy for sunny days.--The Quest wheels cannot lock when in fold position, so storing against a wall is hard (not an issue if you have more space), but I do not mind this for the features it affords my daughter.Happy stroller hunting!",5
Carter's Baby Boy's 2-Pack Gowns - Elephants - Newborn,"So, this is my first baby and I purchased a number of brands of newborn and 3 month clothing to see what he would like once he was home.  So far, Carters has been a favorite for him and for me.  Their clothing is soft, washes well and is easy to get on and off.  So, when I was advised to try gowns for night sleep because of their ease come mid-night diaper changes, I thought Carters would be ideal.  Unfortunately, I was wrong.  The base of the gown where the elastic is located is SO tight!!!  Even sliding it up over a newborns legs was difficult and while I was changing his diaper the elastic was cutting off circulation in his waist.  I tried it one night and then both the gowns went into the donation bin.",2
"Ah Goo Baby The Diaper Pouch, Zoo Frenzy","This is so cute and functional, however the velcro that secures the flap is sewn on one way on horizontally on the bag and vertically on the flap, so it doesn't secure well and I've had it come open and things fall out :(. I think this may have just been a mistake when made, and if not for that huge inconvenience, I would have given it 5 stars.",3
"Prince Lionheart 2 Stage Seatsaver, Black",I recently got a new car and didn't want to mess up my seats with my girl's car seats.  In the past I had just used a towel to try to keep my seats looking nice.  These are SO MUCH BETTER!!  They are easy to install and really help cover my seats.  I like the &#34;lip&#34; edge on them that keeps snacks from getting everywhere.  Such a great purchase I'll be buying 2 more for my husband's new truck!,5
iBaby M3 Baby monitor for iPhone,"Setup took a bit of thinking, but not to bad, works great on all of our ios products. Love that we can view from anywhere.",5
"Fisher-Price Cradle n Swing, My Little Lamb","Nice product, worth buying it. My baby loves to sit in it and goes to sleep",4
Playtex Baby Einstein Reusable Placement,"The image displayed is not what was sent to me.  The mat I received Is white with Shapes, Letters and Numbers, not the under the sea image depicted.  The placemat itself is fine and does what I need it to do, but for my 6 month old I would have preferred the picture over shapes, letters and numbers...",2
Playtex Sip Ease Replacement Valve - 2 Pk,I searched everywhere for these valves because my daughter liked to lose them... Super cheap and exactly what I needed!,5
"Jaq Jaq Bird Perfect Pouch Storage Bag, Roadway, Small, 2 Pack","These bags are handy. They are very cute and the big one is nice and large. I use them to keep clean, dry clothes in my diaper bag. Then when an outfit gets wet and messy I switch them out. The only thing to note is that they are stiff bags - not soft and easily bendable / foldable. This isn't necessarily a drawback but I just wasn't expecting it. They would work particularly well for flat items....or game pieces, markers etc. I also sometimes use them to toss in an ice pack and a snack.",5
Toy Story Toddler Sheet Set -2 Piece,my kids love toy story and were very excited to receive this bed set quickly and well packaged will order more,5
"Dreambaby Bump Belt, Black","This only worked so-so for me. Since I'm petite and very skinny, the elastic tabs that hold the belt down, away from the stomachare too long and loose for me. They do move the belt a bit lower down, but not enough.",3
Summer Infant Sure And Secure Expansion Gate,"I am surprised on all these bad reviews that I am reading.I have owned this gate for 3 years now, bought it in December 2003 when we had our first kid. We have a long and wide staircase and my wife was way too freaked out to even deliver without a gate installed.I remember researching for over a month which gate to get - and which would fit. I decided on this one.3 years later, I would buy it again. True, the template included is not too accurate. But then I am quite handy and I never trust templates.Also, you DO have to measure and install this on the dot so that there's no play on the top or bottom of the hinges.I mounted mine ON the ballusters at the top of our staircase. Now, 3 years later and 2 kids, it has still survived. Yes, as with all 4 gates in our house, the kids jump and hang on it. BOTH kids actually :) and they are now about 34 lbs each!The gate has not failed us and has not fallen over any of our kids, not even once. A couple of days ago, my youngest daredevil decided he had enough being restricted by the gate. So he dedicated himself to opening it. This is a 20 month old, 34 lbs, very strong and very determined baby.He DID manage to push it the other way, then proceeded to sit in front of it and push it until one of the hinges finally gave in.3 years, almost 70 lbs of kids constantly jumping on it. I don't think there are many gates that would have taken that kind of punishment and still work.So, overall I am happy and I just ordered replacement hinges for the broken ones. The hinges that were included in the original package were the plastic ones that a lot of people here call defective.Maybe I was lucky or maybe because I did not follow the temlpate I did install it correctly. Either way, once you've had a kid and had to assemble all the convoluted baby furniture and such, it becomes evident that incorrect/incomplete instructions are fairly common.",4
"Moby Wrap Original 100% Cotton Baby Carrier, Red","My Moby is an absolute necessity for me!  I've tried a few different carriers and, for comfort and extended wear, nothing compares!  I had to attend a conference when my baby was 2 months old and, knowing she likes to be held and that we would be having to run around a lot, the stroller wasn't going to be ideal.  She spent hours in the Moby throughout that week and my back never once felt the strain of wearing her even with all the walking - indoors and out - that I had to do.  She sleeps soundly in it even still at 7 months old and the option to secure her head is spectacular.  Some mommies told me they couldn't really use it past 6 months old max, but even though she is a very chunky monkey, I still have no problem using it and she loves it.  She feels so secure and the weight is distributed amazingly.  She weighs just under 20 lbs and I can comfortably wear her for hours.  It can get rather hot, especially since she is a heavy sweater.  I have worn her in hot weather, but not ""dead of summer"" kind of hot weather.  I recommend it highly to all my friends.  If I could've used it only for that one week at that conference, it would've been worth the price, but it's been such an amazing product throughout the months.  We were even able to do a haunted ghost walk in colder weather with her and she slept snug and warm the entire time.  When my friends watch me put it on, they all freak as it does look like it'd be the most complicated thing ever, but we found the hold she likes and use that and it's easy peezy.  If I know I'm going to want to use it, I will put it on before we leave so that I don't have to worry about it dragging the ground or dirty floors as I wrap it around me.  Then, I just get her from her carseat and put her right in when we get there.  You Tube has lots of videos that show how to wrap that helped me out.  And it's not touted as being a nursing wrap, but I have used it many, many times and nursed her at the same time.  Seriously, this is easily one of my favorite baby products ever made.  I have three slipped discs in my lower back and the Moby doesn't aggravate that at all.  My son's baseball season starts soon and I'm team mom and have no concerns about fulfilling my duties with my big girl in her Moby.",5
"Kalencom Laminated Buckle Bag, Multi Paisley Watermelon","I ordered this bag for my identical twin boys we are expecting. I have always loved Kalencom bags. They are durable and I love the fact that you can wipe them off. I was so disappointed when I received this bag. It did not look like it appears in the photos. The description may mention this, but I did not notice it. I thought the bag was black and white. When we opened the box it is black, brown, and white. Unfortunately, we returned it b/c we did not care for the brown. I will say we had a pleasant expierence with our return, prompt credit. Thank you Amazon",3
"Charlie Banana 10 Reusable Double Sided Wipes, Blue Emb.",I use these wipes to wipe my daughter's bottom. We currently use cloth diapers and picked these wipes because I liked the fleece side option.The fleece is soft (even after several washes and I do not use fabric softener). It is gentle on her bottom and it gets all the poop off. I use the fleece side to clean up the poop and the cotton side as a once over at the end.We also purchased the Organic Cotton Wipes from Amazon and use those if we are changing a diaper with just urine.Others have complained that these wipes repel water. I do not remember having any issues with repelling water but I did wash the  wipes before using them and I do not use fabric softener. Fabric softener will cause my cloth diapers to repel water and I wash these wipes with my cloth diapers.,5
"Carters Keep Me Dry Flannel Bassinet Pad, Green/Yellow",Only 6 months pregnant getting ready for baby had this placed in my bassinet just cuz. My kitten decided to use the bassinet as a littler box and urinated on it. The pad protected my number sheets and matress. I was very pleased to say the least. I ended up washing it on hot despite urine being sterile and the product label states to was on cold so it looks a little funny now but still soft.,5
Camp Grandma Green Photo Tote Bag,"I found this bag after looking high and low for a gift for my grandmother for Christmas. I settled on this and it was great. Everyone says the bag looks nice, and it came right on time. I did find it to be a bit smaller than I thought it would be but still a good size.",4
Hudson Baby Plush Blanket with Satin Trim and Backing,"I was hoping after washing it that the fuzz would not come off, but it did not work. My daughters feet and pacifiers in her crib were covered. Kind of dissapointed, because it is cute.",3
SpaSilk 2 Hooded Towels and 2 Wash Cloths - Boy,The towels are cute but the materials are quite rough.I guess I can't expect too much from the price paid.,3
The Door Guardian Childproofing Lock Colors: White,"I bought this for security instead of childproofing. Yesterday a man tried to kick in my front door while I was home alone. He was not able to gain entry and when the police arrived they said they thought it was because of this lock. It was super easy to install, however, I did use longer screws than what came in the package. I have had this lock installed since 2011 and never had a problem with it. I was very thankful to have had it yesterday and highly recommend it to anyone.",5
Jeep Trek Easy Travel Playard,"I thought this was a really cool play/travel yard when I first put it together.  I picked it out because it looked smaller and we are in a small place but then I realized a standard packnplay sheet would not fit properly. I was unable to find one by the Jeep brand so I used the standard packnplay sheet but it would come up and get bunched.  I also had the zipper get caught on the fabric after about a week so now it continues to catch. I stopped closing it up so that it wouldn't break off completely.I do really like the wheels on the one side. It's very easy to move around. The built in storage was cool too. However, my newborn daughter didn't seem to like laying in it much.  After a few minutes she would start fussing and she doesn't do that in her crib or seats.  It's not padded well so I guess it's just uncomfortable for her.  I really wish that Amazon had offered the free return shipping when I purchased this so I could have picked something else.",2
Sesame's Elmo Bath Mat 'splish Splash',"My son loves this bathmat. He had begun to crawl around the tub when we got it, and now he is able to stay still (and stand to get out) without slipping. I never experienced the bad smell that others have talked about in their reviews--perhaps this is a problem they fixed in later productions? It sticks well, the only downside is that since it is a clear mat, it does stain, and takes a little bit of extra work to clean. Also, the red dye ran a little bit, which makes the underside look a little gross, but a bath mat is going to grow mold I suppose.",4
Fisher-Price Smart Stages 3-in-1 Rocker Swing,"I ordered the Rocker Swing as a gift for a new baby in the family, so I cannot review it first hand. However, the happy mom and baby, are raving about hours of swinging fun!  They are certainly enjoying the swing and are very happy with the gift.",5
"Bright Starts Portable Swing, Blossomy Blooms","It's the perfect size, not to big. I love how it folds up so it doesn't take up a whole lot of space.",4
"Thermos FOOGO Phases Stainless Steel Straw Bottle, Pink/Purple, 10 Ounce",my son is half 1 yrs old. he likes this bottle very much.he can pick up it and open lid to drink by himself when he is thirsty.,4
Surfboards Surfing Beach Wall Prints Set of 2,"Fits into my bathroom wonderfully, everything I thought it was going to be.  The timing was perfect, and it arrived quickly.Thanks",5
Baby Einstein Discovering Water Rocker Seat,"I got this as a hand-me-down,so...  I wanted this seat so that my 2 yr old could share the new baby's toys (jealousy, you know).  My toddler LOVES it!  She loves anything with fish, of course:)  But, she really likes to sit in it, likes the music, thinks the vibrations are funny, is enamoured with the toys.But, I guess when I read rocker, I imagined it rocking the baby sort of like a swing.  That's not what this does, it simply can rock back and forth when the kick stand is down.  However, it really doesn't do that on the carpet, it's pretty stationary.  And it doesn't have bouncy wires like a bouncy seat.  It's not really flexible like a bouncy, it's very sturdy.  So, I'll update on the seat when the new baby comes.  But, for now, I'd say this is a cute seat, but I don't think I'd pay the full price just for a seat.  Maybe if I had more money:)",4
"OXO Tot Baby Blocks Freezer Storage Containers 2 Ounce, Set 6, Clear",We really like these containers. They stay closed and we use them everyday for daycare. They are the perfect size for a baby just starting out on solids. We just ordered our second set. Soon we will need the bigger size.,5
"Fisher-Price Newborn Rock 'n Play Sleeper, Yellow",I have twin boys with really bad reflux.I tried propping up cosleeper mattress & they slid down to bottom.My friend swore by this & I brushed it off until I needed a slanted sleeping surface. I hated to separate my boys but they love this.It helps with reflux & if they spit up at least its going down & they dont choke on it. I dont need to keep them up as long watching them after feedings.They are snug in it & comfy & sleep like a dream in it.It is light & very portable.I recommend to anyone!!,5
